alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,44.224,0.0,25.531,0.0,43.914,0.0,46.346,0.0
0.1,3,44.372,0.026,26.743,0.094,44.123,0.023,46.393,0.036
0.2,3,44.493,0.046,28.035,0.479,44.346,0.008,46.389,0.058
0.3,3,44.557,0.078,28.989,0.652,44.433,0.059,46.376,0.09
0.5,3,44.591,0.102,30.868,1.01,44.601,0.108,46.212,0.1
0.7,3,44.507,0.143,31.789,1.316,44.68,0.181,46.003,0.092
1.0,3,44.28,0.158,32.59,1.371,44.869,0.183,45.603,0.039
