alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,43.947,0.0,17.151,0.0,46.021,0.0,46.117,0.0
0.1,3,44.004,0.014,17.697,0.034,46.114,0.047,46.229,0.001
0.2,3,44.062,0.041,18.631,0.048,46.267,0.083,46.269,0.073
0.3,3,44.063,0.06,19.365,0.24,46.343,0.075,46.276,0.092
0.5,3,43.997,0.089,21.687,0.457,46.47,0.1,46.052,0.119
0.7,3,43.75,0.061,23.031,0.176,46.601,0.09,45.632,0.123
1.0,3,43.291,0.123,23.668,0.367,46.576,0.098,45.041,0.172
