alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,44.224,0.0,25.531,0.0,43.914,0.0,46.346,0.0
0.1,3,44.338,0.043,26.243,0.11,44.095,0.034,46.461,0.034
0.2,3,44.455,0.062,27.166,0.356,44.37,0.078,46.511,0.039
0.3,3,44.472,0.054,27.94,0.203,44.43,0.103,46.499,0.051
0.5,3,44.512,0.104,30.222,0.343,44.729,0.179,46.311,0.098
0.7,3,44.273,0.065,31.048,0.461,44.835,0.14,45.915,0.113
1.0,3,43.78,0.051,31.093,0.614,44.718,0.102,45.309,0.061
