alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,42.526,0.0,48.018,0.0,44.868,0.0,41.713,0.0
1.0,3,42.521,0.008,47.97,0.01,44.851,0.038,41.716,0.011
2.0,3,42.486,0.018,47.89,0.021,44.854,0.114,41.685,0.02
3.0,3,42.452,0.02,47.853,0.052,44.829,0.17,41.653,0.018
5.0,3,42.346,0.03,47.708,0.067,44.72,0.289,41.552,0.01
7.0,3,42.199,0.058,47.474,0.126,44.414,0.38,41.426,0.037
10.0,3,41.77,0.088,46.465,0.182,43.808,0.423,41.077,0.06
