alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,40.453,0.0,50.219,0.0,33.872,0.0,40.011,0.0
1.0,3,40.482,0.001,50.182,0.022,33.876,0.04,40.045,0.002
2.0,3,40.511,0.005,50.161,0.04,33.868,0.063,40.079,0.009
3.0,3,40.525,0.007,50.137,0.054,33.85,0.079,40.097,0.013
5.0,3,40.519,0.04,50.085,0.071,33.912,0.078,40.088,0.05
7.0,3,40.463,0.062,50.017,0.085,33.929,0.148,40.026,0.078
10.0,3,40.28,0.103,49.891,0.106,33.816,0.313,39.828,0.13
