alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,50.695,0.0,49.727,0.0,47.773,0.0,51.892,0.0
1.0,3,50.741,0.012,49.747,0.015,47.865,0.004,51.937,0.019
2.0,3,50.793,0.024,49.782,0.018,47.957,0.02,51.983,0.036
3.0,3,50.836,0.037,49.81,0.018,48.028,0.023,52.025,0.055
5.0,3,50.904,0.054,49.823,0.015,48.225,0.006,52.077,0.087
7.0,3,50.941,0.075,49.782,0.047,48.414,0.035,52.099,0.111
10.0,3,50.942,0.101,49.62,0.1,48.628,0.09,52.102,0.137
