alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,44.224,0.0,25.531,0.0,43.914,0.0,46.346,0.0
0.1,3,44.362,0.034,26.096,0.056,44.084,0.042,46.498,0.031
0.2,3,44.491,0.068,27.081,0.176,44.262,0.063,46.589,0.07
0.3,3,44.566,0.08,27.967,0.162,44.317,0.106,46.633,0.1
0.5,3,44.654,0.088,30.103,0.139,44.447,0.084,46.562,0.125
0.7,3,44.559,0.099,31.015,0.126,44.608,0.062,46.341,0.138
1.0,3,44.218,0.113,31.076,0.158,44.577,0.077,45.923,0.177
