alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,40.453,0.0,50.219,0.0,33.872,0.0,40.011,0.0
1.0,3,40.491,0.009,50.151,0.032,33.844,0.007,40.059,0.008
2.0,3,40.522,0.016,50.094,0.045,33.815,0.006,40.099,0.016
3.0,3,40.537,0.023,50.032,0.078,33.77,0.036,40.121,0.023
5.0,3,40.537,0.058,49.916,0.118,33.797,0.043,40.125,0.065
7.0,3,40.483,0.086,49.773,0.16,33.784,0.107,40.072,0.097
10.0,3,40.307,0.117,49.543,0.268,33.572,0.234,39.895,0.145
