alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,44.224,0.0,25.531,0.0,43.914,0.0,46.346,0.0
0.1,3,44.351,0.034,26.276,0.143,44.114,0.041,46.463,0.024
0.2,3,44.448,0.05,27.151,0.198,44.357,0.076,46.5,0.066
0.3,3,44.494,0.068,28.034,0.341,44.495,0.076,46.492,0.078
0.5,3,44.514,0.082,30.281,0.178,44.699,0.113,46.304,0.096
0.7,3,44.299,0.036,31.212,0.173,44.818,0.084,45.931,0.059
1.0,3,43.809,0.054,31.259,0.28,44.695,0.099,45.335,0.051
