alpha,n_seeds,pooled_mean,pooled_std,moving_mean,moving_std,static_mean,static_std,appearance_mean,appearance_std
0.0,3,53.11,0.0,43.981,0.0,48.983,0.0,55.492,0.0
1.0,3,53.151,0.003,44.034,0.043,49.073,0.017,55.522,0.004
2.0,3,53.192,0.014,44.144,0.063,49.177,0.046,55.539,0.002
3.0,3,53.219,0.014,44.259,0.128,49.216,0.039,55.55,0.009
5.0,3,53.235,0.004,44.451,0.207,49.303,0.038,55.522,0.037
7.0,3,53.228,0.024,44.614,0.174,49.354,0.016,55.476,0.056
10.0,3,53.159,0.074,44.634,0.128,49.466,0.076,55.361,0.106
